id,province,province_code,province_misa_code,district,district_code,district_misa_code,ward,ward_code,ward_misa_code
883,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Linh Xuân,883,VN70133_NEW18
884,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Long Bình,884,VN70133_NEW19
885,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Long Phước,885,VN70133_NEW20
886,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Long Thạnh Mỹ,886,VN70133_NEW21
887,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Long Trường,887,VN70133_NEW22
888,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Phú Hữu,888,VN70133_NEW23
889,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Phước Bình,889,VN70133_NEW24
890,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Phước Long A,890,VN70133_NEW25
891,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Phước Long B,891,VN70133_NEW26
892,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Tam Bình,892,VN70133_NEW27
893,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Tam Phú,893,VN70133_NEW28
894,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Tân Phú,894,VN70133_NEW29
895,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Tăng Nhơn Phú A,895,VN70133_NEW30
896,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Tăng Nhơn Phú B,896,VN70133_NEW31
897,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Thạnh Mỹ Lợi,897,VN70133_NEW32
898,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Thảo Điền,898,VN70133_NEW33
899,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Thủ Thiêm,899,VN70133_NEW34
900,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Trường Thạnh,900,VN70133_NEW35
901,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Trường Thọ,901,VN70133_NEW36
902,Hồ Chí Minh,2,VN701,Thành Phố Thủ Đức,52,VN70133_NEW,Phường Võ Thị Sáu,902,VN70133_NEW37
903,An Giang,3,VN805,Huyện An Phú,53,VN80505,Thị trấn An Phú,903,VN8050509
904,An Giang,3,VN805,Huyện An Phú,53,VN80505,Thị trấn Long Bình,904,VN8050527
905,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Đa Phước,905,VN8050525
906,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Khánh An,906,VN8050511
907,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Khánh Bình,907,VN8050503
908,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Nhơn Hội,908,VN8050513
909,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Phú Hội,909,VN8050505
910,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Phú Hữu,910,VN8050515
911,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Phước Hưng,911,VN8050517
912,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Quốc Thái,912,VN8050501
913,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Vĩnh Hậu,913,VN8050521
914,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Vĩnh Hội Đông,914,VN8050523
915,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Vĩnh Lộc,915,VN8050519
916,An Giang,3,VN805,Huyện An Phú,53,VN80505,Xã Vĩnh Trường,916,VN8050507
917,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Thị trấn Cái Dầu,917,VN8051109
918,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Bình Chánh,918,VN8051125
919,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Bình Long,919,VN8051119
920,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Bình Mỹ,920,VN8051121
921,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Bình Phú,921,VN8051107
922,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Bình Thủy,922,VN8051123
923,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Đào Hữu Cảnh,923,VN8051101
924,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Khánh Hòa,924,VN8051111
925,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Mỹ Đức,925,VN8051113
926,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Mỹ Phú,926,VN8051103
927,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã ô Long Vỹ,927,VN8051115
928,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Thạnh Mỹ Tây,928,VN8051105
929,An Giang,3,VN805,Huyện Châu Phú,54,VN80511,Xã Vĩnh Thạnh Trung,929,VN8051117
930,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Thị trấn An Châu,930,VN8051909
931,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã An Hòa,931,VN8051903
932,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Bình Hòa,932,VN8051917
933,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Bình Thạnh,933,VN8051905
934,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Cần Đăng,934,VN8051911
935,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Hòa Bình Thạnh,935,VN8051907
936,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Tân Phú,936,VN8051923
937,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Vĩnh An,937,VN8051919
938,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Vĩnh Bình,938,VN8051915
939,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Vĩnh Hanh,939,VN8051913
940,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Vĩnh Lợi,940,VN8051921
941,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Vĩnh Nhuận,941,VN8051901
942,An Giang,3,VN805,Huyện Châu Thành,55,VN80519,Xã Vĩnh Thành,942,VN8051925
943,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Thị trấn Chợ Mới,943,VN8051713
944,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Thị trấn Mỹ Luông,944,VN8051715
945,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã An Thạnh Trung,945,VN8051703
946,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Bình Phước Xuân,946,VN8051731
947,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Hòa An,947,VN8051735
948,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Hòa Bình,948,VN8051733
949,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Hội An,949,VN8051711
950,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Kiến An,950,VN8051701
951,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Kiến Thành,951,VN8051707
952,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Long Điền A,952,VN8051717
953,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Long Điền B,953,VN8051721
954,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Long Giang,954,VN8051709
955,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Long Kiến,955,VN8051729
956,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Mỹ An,956,VN8051725
957,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Mỹ Hiệp,957,VN8051723
958,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Mỹ Hội Đông,958,VN8051705
959,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Nhơn Mỹ,959,VN8051727
960,An Giang,3,VN805,Huyện Chợ Mới,56,VN80517,Xã Tấn Mỹ,960,VN8051719
961,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Thị trấn Chợ Vàm,961,VN8050917
962,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Thị trấn Phú Mỹ,962,VN8050915
963,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Bình Thạnh Đông,963,VN8050903
964,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Hiệp Xương,964,VN8050931
965,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Hòa Lạc,965,VN8050925
966,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Long Hòa,966,VN8050905
967,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú An,967,VN8050909
968,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Bình,968,VN8050933
969,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Hiệp,969,VN8050907
970,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Hưng,970,VN8050935
971,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Lâm,971,VN8050921
972,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Long,972,VN8050901
973,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Thành,973,VN8050927
974,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Thạnh,974,VN8050923
975,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Thọ,975,VN8050911
976,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Phú Xuân,976,VN8050929
977,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Tân Hòa,977,VN8050937
978,An Giang,3,VN805,Huyện Phú Tân,57,VN80509,Xã Tân Trung,978,VN8050913
979,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Thị trấn Núi Sập,979,VN8052103
980,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Thị trấn óc Eo,980,VN8052113
981,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Thị trấn Phú Hòa,981,VN8052111
982,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã An Bình,982,VN8052133
983,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Bình Thành,983,VN8052129
984,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Định Mỹ,984,VN8052101
985,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Định Thành,985,VN8052107
986,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Mỹ Phú Đông,986,VN8052123
987,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Phú Thuận,987,VN8052119
988,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Tây Phú,988,VN8052115
989,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Thoại Giang,989,VN8052109
990,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Vĩnh Chánh,990,VN8052121
991,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Vĩnh Khánh,991,VN8052127
992,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Vĩnh Phú,992,VN8052117
993,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Vĩnh Trạch,993,VN8052105
994,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Vọng Đông,994,VN8052125
995,An Giang,3,VN805,Huyện Thoại Sơn,58,VN80521,Xã Vọng Thê,995,VN8052131
996,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Thị trấn Chi Lăng,996,VN8051315
997,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Thị trấn Nhà Bàng,997,VN8051313
998,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Thị trấn Tịnh Biên,998,VN8051321
999,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã An Cư,999,VN8051325
1000,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã An Hảo,1000,VN8051307
1001,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã An Nông,1001,VN8051305
1002,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã An Phú,1002,VN8051319
1003,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã Nhơn Hưng,1003,VN8051317
1004,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã Núi Voi,1004,VN8051301
1005,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã Tân Lập,1005,VN8051309
1006,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã Tân Lợi,1006,VN8051311
1007,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã Thới Sơn,1007,VN8051303
1008,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã Văn Giáo,1008,VN8051323
1009,An Giang,3,VN805,Huyện Tịnh Biên,59,VN80513,Xã Vĩnh Trung,1009,VN8051327
1010,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Thị trấn Ba Chúc,1010,VN8051511
1011,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Thị trấn Tri Tôn,1011,VN8051509
1012,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã An Tức,1012,VN8051525
1013,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Châu Lăng,1013,VN8051503
1014,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Cô Tô,1014,VN8051527
1015,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Lạc Quới,1015,VN8051513
1016,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Lê Trì,1016,VN8051515
1017,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Lương An Trà,1017,VN8051521
1018,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Lương Phi,1018,VN8051519
1019,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Núi Tô,1019,VN8051505
1020,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã ô Lâm,1020,VN8051507
1021,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Tà Đảnh,1021,VN8051523
1022,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Tân Tuyến,1022,VN8051529
1023,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Vĩnh Gia,1023,VN8051517
1024,An Giang,3,VN805,Huyện Tri Tôn,60,VN80515,Xã Vĩnh Phước,1024,VN8051501
1025,An Giang,3,VN805,Thành phố Châu Đốc,61,VN80503,Phường Châu Phú A,1025,VN8050301
1026,An Giang,3,VN805,Thành phố Châu Đốc,61,VN80503,Phường Châu Phú B,1026,VN8050305
1027,An Giang,3,VN805,Thành phố Châu Đốc,61,VN80503,Phường Núi Sam,1027,VN8050309
1028,An Giang,3,VN805,Thành phố Châu Đốc,61,VN80503,Phường Vĩnh Mỹ,1028,VN8050307
1029,An Giang,3,VN805,Thành phố Châu Đốc,61,VN80503,Phường Vĩnh Ngươn,1029,VN8050311
1030,An Giang,3,VN805,Thành phố Châu Đốc,61,VN80503,Xã Vĩnh Châu,1030,VN8050313
1031,An Giang,3,VN805,Thành phố Châu Đốc,61,VN80503,Xã Vĩnh Tế,1031,VN8050303
1032,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Bình Đức,1032,VN8050113
1033,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Bình Khánh,1033,VN8050105
1034,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Đông Xuyên,1034,VN8050125
1035,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Bình,1035,VN8050103
1036,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Hòa,1036,VN8050107
1037,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Long,1037,VN8050109
1038,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Phước,1038,VN8050115
1039,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Quý,1039,VN8050117
1040,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Thạnh,1040,VN8050101
1041,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Thới,1041,VN8050119
1042,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Phường Mỹ Xuyên,1042,VN8050111
1043,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Xã Mỹ Hòa Hưng,1043,VN8050123
1044,An Giang,3,VN805,Thành phố Long Xuyên,62,VN80501,Xã Mỹ Khánh,1044,VN8050121
1045,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Phường Long Châu,1045,VN8050723
1046,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Phường Long Hưng,1046,VN8050725
1047,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Phường Long Phú,1047,VN8050715
1048,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Phường Long Sơn,1048,VN8050729
1049,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Phường Long Thạnh,1049,VN8050727
1050,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Châu Phong,1050,VN8050717
1051,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Lê Chánh,1051,VN8050707
1052,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Long An,1052,VN8050705
1053,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Phú Lộc,1053,VN8050703
1054,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Phú Vĩnh,1054,VN8050719
1055,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Tân An,1055,VN8050713
1056,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Tân Thạnh,1056,VN8050721
1057,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Vĩnh Hòa,1057,VN8050711
1058,An Giang,3,VN805,Thị xã Tân Châu,63,VN80507,Xã Vĩnh Xương,1058,VN8050701
1059,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Thị trấn Ngãi Giao,1059,VN7170505
1060,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Bàu Chinh,1060,VN7170501
1061,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Bình Ba,1061,VN7170513
1062,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Bình Giã,1062,VN7170519
1063,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Bình Trung,1063,VN7170503
1064,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Cù Bị,1064,VN7170523
1065,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Đá Bạc,1065,VN7170511
1066,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Kim Long,1066,VN7170527
1067,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Láng Lớn,1067,VN7170509
1068,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Nghĩa Thành,1068,VN7170531
1069,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Quảng Thành,1069,VN7170525
1070,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Sơn Bình,1070,VN7170507
1071,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Suối Nghệ,1071,VN7170515
1072,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Suối Rao,1072,VN7170529
1073,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Xà Bang,1073,VN7170521
1074,Bà Rịa - Vũng Tàu,4,VN717,Huyện Châu Đức,64,VN71705,Xã Xuân Sơn,1074,VN7170517
1075,Bà Rịa - Vũng Tàu,4,VN717,Huyện Côn Đảo,65,VN71713,Thị trấn Côn Đảo,1075,VN7171301
1076,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Thị trấn Đất Đỏ,1076,VN7171205
1077,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Thị Trấn Phước Hải,1077,VN7171211
1078,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Xã Láng Dài,1078,VN7171203
1079,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Xã Lộc An,1079,VN7171215
1080,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Xã Long Mỹ,1080,VN7171201
1081,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Xã Long Tân,1081,VN7171213
1082,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Xã Phước Hội,1082,VN7171209
1083,Bà Rịa - Vũng Tàu,4,VN717,Huyện Đất đỏ,66,VN71712,Xã Phước Long Thọ,1083,VN7171207
1084,Bà Rịa - Vũng Tàu,4,VN717,Huyện Long Điền,67,VN71711,Thị trấn Long Điền,1084,VN7171107
1085,Bà Rịa - Vũng Tàu,4,VN717,Huyện Long Điền,67,VN71711,Thị trấn Long Hải,1085,VN7171101
1086,Bà Rịa - Vũng Tàu,4,VN717,Huyện Long Điền,67,VN71711,Xã An Ngãi,1086,VN7171103
1087,Bà Rịa - Vũng Tàu,4,VN717,Huyện Long Điền,67,VN71711,Xã An Nhứt,1087,VN7171111
1088,Bà Rịa - Vũng Tàu,4,VN717,Huyện Long Điền,67,VN71711,Xã Phước Hưng,1088,VN7171113
1089,Bà Rịa - Vũng Tàu,4,VN717,Huyện Long Điền,67,VN71711,Xã Phước Tỉnh,1089,VN7171105
1090,Bà Rịa - Vũng Tàu,4,VN717,Huyện Long Điền,67,VN71711,Xã Tam Phước,1090,VN7171109
1091,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Thị trấn Phước Bửu,1091,VN7170709
1092,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Bàu Lâm,1092,VN7170717
1093,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Bình Châu,1093,VN7170725
1094,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Bông Trang,1094,VN7170713
1095,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Bưng Riềng,1095,VN7170707
1096,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Hòa Bình,1096,VN7170705
1097,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Hòa Hiệp,1097,VN7170721
1098,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Hòa Hội,1098,VN7170723
1099,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Hòa Hưng,1099,VN7170719
1100,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Phước Tân,1100,VN7170703
1101,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Phước Thuận,1101,VN7170711
1102,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Tân Lâm,1102,VN7170715
1103,Bà Rịa - Vũng Tàu,4,VN717,Huyện Xuyên Mộc,68,VN71707,Xã Xuyên Mộc,1103,VN7170701
1104,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Kim Dinh,1104,VN7170315
1105,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Long Hương,1105,VN7170313
1106,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Long Tâm,1106,VN7170309
1107,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Long Toàn,1107,VN7170303
1108,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Phước Hiệp,1108,VN7170301
1109,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Phước Hưng,1109,VN7170305
1110,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Phước Nguyên,1110,VN7170307
1111,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Phường Phước Trung,1111,VN7170311
1112,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Xã Hòa Long,1112,VN7170321
1113,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Xã Long Phước,1113,VN7170319
1114,Bà Rịa - Vũng Tàu,4,VN717,Thành phố Bà Rịa,69,VN71703,Xã Tân Hưng,1114,VN7170317
1115,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 1,1115,VN7170101
1116,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 10,1116,VN7170105
1117,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 11,1117,VN7170131
1118,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 12,1118,VN7170133
1119,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 2,1119,VN7170111
1120,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 3,1120,VN7170113
1121,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 4,1121,VN7170115
1122,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 5,1122,VN7170117
1123,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 7,1123,VN7170121
1124,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 8,1124,VN7170123
1125,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường 9,1125,VN7170125
1126,Bà Rịa - Vũng Tàu,4,VN717,Thành Phố Vũng Tàu,70,VN71701,Phường Nguyễn An Ninh,1126,VN7170103
