,province,province_code,district,district_code,ward,ward_code,ghn_provinceId,ghn_districtId,ghn_ward_code,province_misa_code,district_misa_code,ward_misa_code
0,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Phúc Xá,1,201,1484,1A0110,string,string,string
1,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Trúc Bạch,4,201,1484,1A0113,string,string,string
2,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Vĩnh Phúc,6,201,1484,1A0114,string,string,string
3,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Cống Vị,7,201,1484,1A0101,string,string,string
4,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Liễu Giai,8,201,1484,1A0106,string,string,string
5,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Nguyễn Trung Trực,10,201,1484,1A0109,string,string,string
6,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Quán Thánh,13,201,1484,1A0111,string,string,string
7,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Ngọc Hà,16,201,1484,1A0107,string,string,string
8,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Điện Biên,19,201,1484,1A0102,string,string,string
9,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Đội Cấn,22,201,1484,1A0103,string,string,string
10,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Ngọc Khánh,25,201,1484,1A0108,string,string,string
11,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Kim Mã,28,201,1484,1A0105,string,string,string
12,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Giảng Võ,31,201,1484,1A0104,string,string,string
13,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Thành Công,34,201,1484,1A0112,string,string,string
14,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Phúc Tân,37,201,1489,1A0216,string,string,string
15,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Đồng Xuân,40,201,1489,1A0204,string,string,string
16,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Mã,43,201,1489,1A0212,string,string,string
17,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Buồm,46,201,1489,1A0209,string,string,string
18,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Đào,49,201,1489,1A0210,string,string,string
19,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bồ,52,201,1489,1A0207,string,string,string
20,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Cửa Đông,55,201,1489,1A0202,string,string,string
21,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Lý Thái Tổ,58,201,1489,1A0214,string,string,string
22,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bạc,61,201,1489,1A0205,string,string,string
23,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Gai,64,201,1489,1A0211,string,string,string
24,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Trống,70,201,1489,1A0213,string,string,string
25,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Cửa Nam,73,201,1489,1A0203,string,string,string
26,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bông,76,201,1489,1A0208,string,string,string
27,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Tràng Tiền,79,201,1489,1A0218,string,string,string
28,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Trần Hưng Đạo,82,201,1489,1A0217,string,string,string
29,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Phan Chu Trinh,85,201,1489,1A0215,string,string,string
30,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bài,88,201,1489,1A0206,string,string,string
31,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Phú Thượng,91,201,1492,1A0503,string,string,string
32,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Nhật Tân,94,201,1492,1A0502,string,string,string
33,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Tứ Liên,97,201,1492,1A0506,string,string,string
34,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Quảng An,100,201,1492,1A0504,string,string,string
35,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Xuân La,103,201,1492,1A0507,string,string,string
36,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Yên Phụ,106,201,1492,1A0508,string,string,string
37,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Bưởi,109,201,1492,1A0501,string,string,string
38,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Thụy Khuê,112,201,1492,1A0505,string,string,string
39,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Thượng Thanh,115,201,1491,1A0913,string,string,string
40,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Ngọc Thụy,118,201,1491,1A0908,string,string,string
41,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Giang Biên,121,201,1491,1A0905,string,string,string
42,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Đức Giang,124,201,1491,1A0903,string,string,string
43,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Việt Hưng,127,201,1491,1A0914,string,string,string
44,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Gia Thụy,130,201,1491,1A0904,string,string,string
45,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Ngọc Lâm,133,201,1491,1A0907,string,string,string
46,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Phúc Lợi,136,201,1491,1A0910,string,string,string
47,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Bồ Đề,139,201,1491,1A0901,string,string,string
48,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Sài Đồng,142,201,1491,1A0911,string,string,string
49,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Long Biên,145,201,1491,1A0906,string,string,string
50,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Thạch Bàn,148,201,1491,1A0912,string,string,string
51,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Phúc Đồng,151,201,1491,1A0909,string,string,string
52,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Cự Khối,154,201,1491,1A0902,string,string,string
53,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Nghĩa Đô,157,201,1485,1A0604,string,string,string
54,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Nghĩa Tân,160,201,1485,1A0605,string,string,string
55,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Mai Dịch,163,201,1485,1A0603,string,string,string
56,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Dịch Vọng,166,201,1485,1A0601,string,string,string
57,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Dịch Vọng Hậu,167,201,1485,1A0602,string,string,string
58,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Quan Hoa,169,201,1485,1A0606,string,string,string
59,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Yên Hoà,172,201,1485,1A0608,string,string,string
60,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Trung Hoà,175,201,1485,1A0607,string,string,string
61,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Cát Linh,178,201,1486,1A0401,string,string,string
62,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Văn Miếu,181,201,1486,1A0421,string,string,string
63,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Quốc Tử Giám,184,201,1486,1A0414,string,string,string
64,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Láng Thượng,187,201,1486,1A0407,string,string,string
65,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Ô Chợ Dừa,190,201,1486,1A0410,string,string,string
66,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Văn Chương,193,201,1486,1A0420,string,string,string
67,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Hàng Bột,196,201,1486,1A0402,string,string,string
68,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Láng Hạ,199,201,1486,1A0406,string,string,string
69,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Khâm Thiên,202,201,1486,1A0403,string,string,string
70,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Thổ Quan,205,201,1486,1A0416,string,string,string
71,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Nam Đồng,208,201,1486,1A0408,string,string,string
72,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Phụng,211,201,1486,1A0418,string,string,string
73,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Quang Trung,214,201,1486,1A0413,string,string,string
74,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Liệt,217,201,1486,1A0417,string,string,string
75,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Phương Liên,220,201,1486,1A0411,string,string,string
76,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Thịnh Quang,223,201,1486,1A0415,string,string,string
77,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Tự,226,201,1486,1A0419,string,string,string
78,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Kim Liên,229,201,1486,1A0405,string,string,string
79,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Phương Mai,232,201,1486,1A0412,string,string,string
80,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Ngã Tư Sở,235,201,1486,1A0409,string,string,string
81,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Khương Thượng,238,201,1486,1A0404,string,string,string
82,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Nguyễn Du,241,201,1488,1A0312,string,string,string
83,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bạch Đằng,244,201,1488,1A0301,string,string,string
84,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Phạm Đình Hổ,247,201,1488,1A0313,string,string,string
85,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Lê Đại Hành,256,201,1488,1A0309,string,string,string
86,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đồng Nhân,259,201,1488,1A0307,string,string,string
87,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Phố Huế,262,201,1488,1A0314,string,string,string
88,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đống Mác,265,201,1488,1A0306,string,string,string
89,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Thanh Lương,268,201,1488,1A0317,string,string,string
90,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Thanh Nhàn,271,201,1488,1A0318,string,string,string
91,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Cầu Dền,274,201,1488,1A0305,string,string,string
92,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bách Khoa,277,201,1488,1A0302,string,string,string
93,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đồng Tâm,280,201,1488,1A0308,string,string,string
94,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Vĩnh Tuy,283,201,1488,1A0320,string,string,string
95,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bạch Mai,286,201,1488,1A0303,string,string,string
96,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Quỳnh Mai,289,201,1488,1A0316,string,string,string
97,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Quỳnh Lôi,292,201,1488,1A0315,string,string,string
98,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Minh Khai,295,201,1488,1A0310,string,string,string
99,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Trương Định,298,201,1488,1A0319,string,string,string
100,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Thanh Trì,301,201,1490,1A0809,string,string,string
101,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Vĩnh Hưng,304,201,1490,1A0813,string,string,string
102,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Định Công,307,201,1490,1A0802,string,string,string
103,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Mai Động,310,201,1490,1A0807,string,string,string
104,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Tương Mai,313,201,1490,1A0812,string,string,string
105,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Đại Kim,316,201,1490,1A0801,string,string,string
106,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Tân Mai,319,201,1490,1A0808,string,string,string
107,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Hoàng Văn Thụ,322,201,1490,1A0805,string,string,string
108,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Giáp Bát,325,201,1490,1A0803,string,string,string
109,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Lĩnh Nam,328,201,1490,1A0806,string,string,string
110,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Thịnh Liệt,331,201,1490,1A0810,string,string,string
111,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Trần Phú,334,201,1490,1A0811,string,string,string
112,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Hoàng Liệt,337,201,1490,1A0804,string,string,string
113,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Yên Sở,340,201,1490,1A0814,string,string,string
114,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Nhân Chính,343,201,1493,1A0706,string,string,string
115,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thượng Đình,346,201,1493,1A0711,string,string,string
116,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Trung,349,201,1493,1A0704,string,string,string
117,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Mai,352,201,1493,1A0703,string,string,string
118,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Trung,355,201,1493,1A0710,string,string,string
119,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Phương Liệt,358,201,1493,1A0707,string,string,string
120,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Hạ Đình,361,201,1493,1A0701,string,string,string
121,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Đình,364,201,1493,1A0702,string,string,string
122,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Bắc,367,201,1493,1A0708,string,string,string
123,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Nam,370,201,1493,1A0709,string,string,string
124,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Kim Giang,373,201,1493,1A0705,string,string,string
125,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Thị trấn Sóc Sơn,376,201,1583,1A1401,string,string,string
126,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Bắc Sơn,379,201,1583,1A1403,string,string,string
127,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Minh Trí,382,201,1583,1A1411,string,string,string
128,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Hồng Kỳ,385,201,1583,1A1407,string,string,string
129,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Nam Sơn,388,201,1583,1A1412,string,string,string
130,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Trung Giã,391,201,1583,1A1423,string,string,string
131,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Hưng,394,201,1583,1A1419,string,string,string
132,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Minh Phú,397,201,1583,1A1410,string,string,string
133,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phù Linh,400,201,1583,1A1414,string,string,string
134,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Bắc Phú,403,201,1583,1A1402,string,string,string
135,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Minh,406,201,1583,1A1420,string,string,string
136,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Quang Tiến,409,201,1583,1A1417,string,string,string
137,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Hiền Ninh,412,201,1583,1A1406,string,string,string
138,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Dân,415,201,1583,1A1418,string,string,string
139,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tiên Dược,418,201,1583,1A1422,string,string,string
140,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Việt Long,421,201,1583,1A1424,string,string,string
141,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Xuân Giang,424,201,1583,1A1425,string,string,string
142,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Mai Đình,427,201,1583,1A1409,string,string,string
143,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Đức Hoà,430,201,1583,1A1405,string,string,string
144,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Thanh Xuân,433,201,1583,1A1421,string,string,string
145,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Đông Xuân,436,201,1583,1A1404,string,string,string
146,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Kim Lũ,439,201,1583,1A1408,string,string,string
147,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phú Cường,442,201,1583,1A1413,string,string,string
148,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phú Minh,445,201,1583,1A1416,string,string,string
149,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phù Lỗ,448,201,1583,1A1415,string,string,string
150,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Xuân Thu,451,201,1583,1A1426,string,string,string
151,Thành phố Hà Nội,1,Huyện Đông Anh,17,Thị trấn Đông Anh,454,201,1582,1A1301,string,string,string
152,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Xuân Nộn,457,201,1582,1A1324,string,string,string
153,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Thuỵ Lâm,460,201,1582,1A1315,string,string,string
154,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Bắc Hồng,463,201,1582,1A1302,string,string,string
155,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Nguyên Khê,466,201,1582,1A1313,string,string,string
156,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Nam Hồng,469,201,1582,1A1312,string,string,string
157,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Tiên Dương,472,201,1582,1A1316,string,string,string
158,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Vân Hà,475,201,1582,1A1318,string,string,string
159,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Uy Nỗ,478,201,1582,1A1317,string,string,string
160,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Vân Nội,481,201,1582,1A1319,string,string,string
161,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Liên Hà,484,201,1582,1A1310,string,string,string
162,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Việt Hùng,487,201,1582,1A1320,string,string,string
163,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Kim Nỗ,490,201,1582,1A1309,string,string,string
164,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Kim Chung,493,201,1582,1A1308,string,string,string
165,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Dục Tú,496,201,1582,1A1306,string,string,string
166,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Đại Mạch,499,201,1582,1A1304,string,string,string
167,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Vĩnh Ngọc,502,201,1582,1A1321,string,string,string
168,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Cổ Loa,505,201,1582,1A1303,string,string,string
169,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Hải Bối,508,201,1582,1A1307,string,string,string
170,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Xuân Canh,511,201,1582,1A1323,string,string,string
171,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Mai Lâm,520,201,1582,1A1311,string,string,string
172,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Đông Hội,523,201,1582,1A1305,string,string,string
173,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Thị trấn Yên Viên,526,201,1703,1A1202,string,string,string
174,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Yên Thường,529,201,1703,1A1221,string,string,string
175,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Yên Viên,532,201,1703,1A1222,string,string,string
176,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Ninh Hiệp,535,201,1703,1A1216,string,string,string
177,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đình Xuyên,538,201,1703,1A1207,string,string,string
178,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Dương Hà,541,201,1703,1A1209,string,string,string
179,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Phù Đổng,544,201,1703,1A1217,string,string,string
180,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Trung Mầu,547,201,1703,1A1219,string,string,string
181,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Lệ Chi,550,201,1703,1A1215,string,string,string
182,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Cổ Bi,553,201,1703,1A1204,string,string,string
183,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đặng Xá,556,201,1703,1A1206,string,string,string
184,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Phú Thị,559,201,1703,1A1218,string,string,string
185,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Kim Sơn,562,201,1703,1A1214,string,string,string
186,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Thị trấn Trâu Quỳ,565,201,1703,1A1201,string,string,string
187,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Dương Quang,568,201,1703,1A1210,string,string,string
188,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Dương Xá,571,201,1703,1A1211,string,string,string
189,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đông Dư,574,201,1703,1A1208,string,string,string
190,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đa Tốn,577,201,1703,1A1205,string,string,string
191,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Kiêu Kỵ,580,201,1703,1A1212,string,string,string
192,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Bát Tràng,583,201,1703,1A1203,string,string,string
193,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Kim Lan,586,201,1703,1A1213,string,string,string
194,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Văn Đức,589,201,1703,1A1220,string,string,string
195,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Cầu Diễn,592,201,3440,13001,string,string,string
196,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Xuân Phương,622,201,3440,13010,string,string,string
197,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Phương Canh,623,201,3440,13007,string,string,string
198,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Mỹ Đình 1,625,201,3440,13004,string,string,string
199,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Mỹ Đình 2,626,201,3440,13005,string,string,string
200,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Tây Mỗ,628,201,3440,13008,string,string,string
201,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Mễ Trì,631,201,3440,907557,string,string,string
202,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Mễ Trì,631,201,3440,13003,string,string,string
203,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Phú Đô,632,201,3440,13006,string,string,string
204,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Đại Mỗ,634,201,3440,13002,string,string,string
205,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Trung Văn,637,201,3440,13009,string,string,string
206,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Thị trấn Văn Điển,640,201,1710,1A1101,string,string,string
207,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tân Triều,643,201,1710,1A1111,string,string,string
208,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Thanh Liệt,646,201,1710,1A1112,string,string,string
209,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tả Thanh Oai,649,201,1710,1A1109,string,string,string
210,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Hữu Hoà,652,201,1710,1A1105,string,string,string
211,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tam Hiệp,655,201,1710,1A1110,string,string,string
212,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tứ Hiệp,658,201,1710,1A1113,string,string,string
213,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Yên Mỹ,661,201,1710,1A1116,string,string,string
214,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Vĩnh Quỳnh,664,201,1710,1A1115,string,string,string
215,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Ngũ Hiệp,667,201,1710,1A1108,string,string,string
216,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Duyên Hà,670,201,1710,1A1104,string,string,string
217,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Ngọc Hồi,673,201,1710,1A1107,string,string,string
218,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Vạn Phúc,676,201,1710,1A1114,string,string,string
219,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Đại áng,679,201,1710,1A1102,string,string,string
220,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Liên Ninh,682,201,1710,1A1106,string,string,string
221,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Đông Mỹ,685,201,1710,1A1103,string,string,string
222,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Thượng Cát,595,201,1482,11010,string,string,string
223,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Liên Mạc,598,201,1482,11005,string,string,string
224,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Đông Ngạc,601,201,1482,11003,string,string,string
225,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Đức Thắng,602,201,1482,11004,string,string,string
226,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Thụy Phương,604,201,1482,11011,string,string,string
227,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Tây Tựu,607,201,1482,11009,string,string,string
228,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Xuân Đỉnh,610,201,1482,11012,string,string,string
229,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Xuân Tảo,611,201,1482,11013,string,string,string
230,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Minh Khai,613,201,1482,11006,string,string,string
231,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Cổ Nhuế 1,616,201,1482,11001,string,string,string
232,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Cổ Nhuế 2,617,201,1482,11002,string,string,string
233,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Phú Diễn,619,201,1482,11007,string,string,string
